Resistance Nominal (Ω),Capacitance Nominal (F),Resistance Actual (Ω),Capacitance Actual (F),Frequency Nominal (Hz),Frequency Actual (Hz),R Tolerance,C Tolerance
888900.0,3.8383899999999995e-07,889148.6867242745,3.817619274998127e-07,0.4664639937316718,0.4688707337575683,0.01,0.01
888900.0,3.8383899999999995e-07,926313.2815932446,3.9013838511504903e-07,0.4664639937316718,0.44039619557253257,0.05,0.05
888900.0,3.8383899999999995e-07,830199.5497095577,3.692728911706584e-07,0.4664639937316718,0.5191468359851072,0.1,0.1
888900.0,3.9393999999999994e-07,894940.7601890246,3.939075648615477e-07,0.4545034088692978,0.4514727286459784,0.01,0.01
888900.0,3.9393999999999994e-07,887416.6522849717,3.8746678162412737e-07,0.4545034088692978,0.4628689859061852,0.05,0.05
888900.0,3.9393999999999994e-07,863751.5865618156,3.871617689951993e-07,0.4545034088692978,0.4759253171597213,0.1,0.1
888900.0,4.0404099999999993e-07,889767.7395973078,4.042921158168162e-07,0.44314085176992224,0.4424337045424428,0.01,0.01
888900.0,4.0404099999999993e-07,879008.6156873124,4.1357586723173807e-07,0.44314085176992224,0.43779602160380504,0.05,0.05
888900.0,4.0404099999999993e-07,975357.6257157761,4.2594892223572687e-07,0.44314085176992224,0.38308815521158546,0.1,0.1
888900.0,4.141419999999999e-07,886244.2320509949,4.164838009588282e-07,0.4323325644102052,0.4311899159827559,0.01,0.01
888900.0,4.141419999999999e-07,900042.9152324176,4.2821531326248836e-07,0.4323325644102052,0.41294738481478355,0.05,0.05
888900.0,4.141419999999999e-07,890374.0719770289,4.259535592080447e-07,0.4323325644102052,0.41964821045271417,0.1,0.1
888900.0,4.242429999999999e-07,885696.9650183957,4.224295351121477e-07,0.42203895618777726,0.4253835584037822,0.01,0.01
888900.0,4.242429999999999e-07,930440.0985577371,4.09835147215884e-07,0.42203895618777726,0.4173712331760389,0.05,0.05
888900.0,4.242429999999999e-07,934839.3891763304,4.5774168462255983e-07,0.42203895618777726,0.37193124601749467,0.1,0.1
888900.0,4.343439999999999e-07,888110.1152653025,4.367906826821637e-07,0.4122241193385224,0.410279624499208,0.01,0.01
888900.0,4.343439999999999e-07,845977.5367622813,4.339982954412192e-07,0.4122241193385224,0.433484203901239,0.05,0.05
888900.0,4.343439999999999e-07,935437.4688044732,4.1044110586227144e-07,0.4122241193385224,0.41452862042945193,0.1,0.1
888900.0,4.4444499999999995e-07,894799.3971778048,4.4456665000626094e-07,0.4028554104331721,0.40008988210642005,0.01,0.01
888900.0,4.4444499999999995e-07,872118.1091704746,4.2369030602249873e-07,0.4028554104331721,0.43072125101052827,0.05,0.05
888900.0,4.4444499999999995e-07,936532.0730619683,4.202663309233577e-07,0.4028554104331721,0.4043643669509865,0.1,0.1
888900.0,4.5454599999999995e-07,892857.0568824153,4.5290478075639827e-07,0.3939030876742313,0.3935784319378513,0.01,0.01
888900.0,4.5454599999999995e-07,933122.957119603,4.4728636346435936e-07,0.3939030876742313,0.38132528142007,0.05,0.05
888900.0,4.5454599999999995e-07,859206.6905142192,4.545589662098909e-07,0.3939030876742313,0.40750435350170633,0.1,0.1
888900.0,4.6464699999999994e-07,891035.2456690067,4.6294800740139745e-07,0.3853399955018996,0.38582736699799264,0.01,0.01
888900.0,4.6464699999999994e-07,845932.9681398693,4.5321182914571226e-07,0.3853399955018996,0.41512887647878505,0.05,0.05
888900.0,4.6464699999999994e-07,836074.6292396561,4.5932634044551004e-07,0.3853399955018996,0.41443243315387746,0.1,0.1
888900.0,4.7474799999999993e-07,891105.5051982776,4.7382103329826066e-07,0.3771412894629807,0.37694385643678197,0.01,0.01
888900.0,4.7474799999999993e-07,882185.5100361303,4.945873090512845e-07,0.3771412894629807,0.3647684293356316,0.05,0.05
888900.0,4.7474799999999993e-07,881966.5543487042,4.780683455358699e-07,0.3771412894629807,0.37746616326089144,0.1,0.1
888900.0,4.84849e-07,897318.559024454,4.870808123302137e-07,0.3692841954711078,0.3641434141164105,0.01,0.01
888900.0,4.84849e-07,913843.4014642502,4.6987997655667036e-07,0.3692841954711078,0.3706477882587196,0.05,0.05
888900.0,4.84849e-07,972596.3696882846,4.854420285349521e-07,0.3692841954711078,0.33709329447759556,0.1,0.1
888900.0,4.9495e-07,894145.6607214144,4.901459289193685e-07,0.36174779854524924,0.3631503429007478,0.01,0.01
888900.0,4.9495e-07,920419.7889534887,4.814119919059067e-07,0.36174779854524924,0.35918424593206444,0.05,0.05
888900.0,4.9495e-07,810503.8857536103,5.33727152531834e-07,0.36174779854524924,0.3679135076704031,0.1,0.1
888900.0,5.05051e-07,884745.8774881371,5.090027630977425e-07,0.3545128568995431,0.35341212392712545,0.01,0.01
888900.0,5.05051e-07,862383.6146336478,4.945165375736913e-07,0.3545128568995431,0.3731975771167884,0.05,0.05
888900.0,5.05051e-07,969943.6639777808,4.841465300822386e-07,0.3545128568995431,0.3389196877761737,0.1,0.1
888900.0,5.15152e-07,887049.3113700574,5.188154174552424e-07,0.347561637904873,0.34582747613401266,0.01,0.01
888900.0,5.15152e-07,873942.8908410096,5.13887116068909e-07,0.347561637904873,0.35438011793101376,0.05,0.05
888900.0,5.15152e-07,824432.0727718932,4.734209939265409e-07,0.347561637904873,0.4077723180643861,0.1,0.1
888900.0,5.252529999999999e-07,882398.5184157556,5.298979893455971e-07,0.34087777297791955,0.3403792600091953,0.01,0.01
888900.0,5.252529999999999e-07,882864.6942016266,5.305952074318182e-07,0.34087777297791955,0.3397524983732031,0.05,0.05
888900.0,5.252529999999999e-07,907847.2507872159,5.160596923489708e-07,0.34087777297791955,0.339709279130208,0.1,0.1
888900.0,5.35354e-07,890432.4260317939,5.355703589882555e-07,0.3344461288978342,0.33373567360725764,0.01,0.01
888900.0,5.35354e-07,892107.1580851473,5.550505386894016e-07,0.3344461288978342,0.32141828470390554,0.05,0.05
888900.0,5.35354e-07,838654.1567402049,5.639500218778217e-07,0.3344461288978342,0.33650894259891484,0.1,0.1
888900.0,5.454549999999999e-07,884256.3948650078,5.420644591888585e-07,0.3282526934210359,0.33204044631680907,0.01,0.01
888900.0,5.454549999999999e-07,857000.1600925174,5.224707275611272e-07,0.3282526934210359,0.3554489742776215,0.05,0.05
888900.0,5.454549999999999e-07,925505.1921001176,5.344704154131826e-07,0.3282526934210359,0.3217492931492126,0.1,0.1
888900.0,5.55556e-07,884397.5005710762,5.546313357475029e-07,0.3222844733743694,0.32446527335864167,0.01,0.01
888900.0,5.55556e-07,879986.9728037653,5.822330043529433e-07,0.3222844733743694,0.31063262631675653,0.05,0.05
888900.0,5.55556e-07,944280.5152798519,5.183528843340114e-07,0.3222844733743694,0.32515735627533926,0.1,0.1
888900.0,5.65657e-07,890733.3227723349,5.614940552531315e-07,0.31652940366683546,0.3182198518894405,0.01,0.01
888900.0,5.65657e-07,862187.0166531681,5.441581443189382e-07,0.31652940366683546,0.33922942746509493,0.05,0.05
888900.0,5.65657e-07,845780.8605599207,5.220001403201081e-07,0.31652940366683546,0.3604887025165063,0.1,0.1
888900.0,5.75758e-07,889771.3119958278,5.720774307922108e-07,0.31097626587901717,0.3126705070399443,0.01,0.01
888900.0,5.75758e-07,895852.2955287402,5.75729750363362e-07,0.31097626587901717,0.30857806325881015,0.05,0.05
888900.0,5.75758e-07,967874.3952034599,5.368290862300115e-07,0.31097626587901717,0.3063127626200225,0.1,0.1
888900.0,5.85859e-07,889481.1860218536,5.912453469785975e-07,0.3056146152742744,0.30263254441698817,0.01,0.01
888900.0,5.85859e-07,893470.0970317903,5.693377968966252e-07,0.3056146152742744,0.3128744456928816,0.05,0.05
888900.0,5.85859e-07,806512.3357917186,5.593724083382137e-07,0.3056146152742744,0.3527833473905873,0.1,0.1
888900.0,5.959599999999999e-07,887449.0935282727,5.944123690022539e-07,0.3004347152325175,0.3017094016199528,0.01,0.01
888900.0,5.959599999999999e-07,903802.9719925354,5.663361190255967e-07,0.3004347152325175,0.31093678673190883,0.05,0.05
888900.0,5.959599999999999e-07,875727.1931866053,6.091430394481701e-07,0.3004347152325175,0.29835409976466193,0.1,0.1
888900.0,6.06061e-07,884006.1563647337,6.074942362840443e-07,0.2954274782405915,0.29636211145110336,0.01,0.01
888900.0,6.06061e-07,895652.6696206025,6.256508277457016e-07,0.2954274782405915,0.28401971248231417,0.05,0.05
888900.0,6.06061e-07,862344.8041768635,6.640190136753106e-07,0.2954274782405915,0.27794487172786575,0.1,0.1
888900.0,6.161619999999999e-07,889877.841710625,6.102027430836381e-07,0.29058441268687646,0.29309984124608984,0.01,0.01
888900.0,6.161619999999999e-07,857032.5273689006,6.339715987710451e-07,0.29058441268687646,0.2929226969271765,0.05,0.05
888900.0,6.161619999999999e-07,838165.784662183,6.648226407694113e-07,0.29058441268687646,0.2856172296129044,0.1,0.1
888900.0,6.26263e-07,884095.5277653459,6.31787839219123e-07,0.28589757480478833,0.28493754340493826,0.01,0.01
888900.0,6.26263e-07,868997.3375469788,6.183760229029431e-07,0.28589757480478833,0.2961754411596508,0.05,0.05
888900.0,6.26263e-07,844681.8064799781,6.381047215960965e-07,0.28589757480478833,0.29528068075274955,0.1,0.1
888900.0,6.363639999999999e-07,897080.0291602995,6.380303868605537e-07,0.28135952519308316,0.27806580192510494,0.01,0.01
888900.0,6.363639999999999e-07,883919.3336623701,6.278114942847899e-07,0.28135952519308316,0.28679939823068823,0.05,0.05
888900.0,6.363639999999999e-07,952593.5571046814,6.658984034718947e-07,0.28135952519308316,0.25090222818779123,0.1,0.1
888900.0,6.46465e-07,896549.4362089669,6.418354425124912e-07,0.2769632894123752,0.27658090570337146,0.01,0.01
888900.0,6.46465e-07,885904.744828331,6.698300748190459e-07,0.2769632894123752,0.26820598248216954,0.05,0.05
888900.0,6.46465e-07,932000.4282602901,6.876221557546125e-07,0.2769632894123752,0.24834427806615772,0.1,0.1
888900.0,6.56566e-07,894802.661600072,6.581172712976764e-07,0.2727023222188952,0.2702648562088354,0.01,0.01
888900.0,6.56566e-07,878204.1824586351,6.775884329003034e-07,0.2727023222188952,0.26745988096395046,0.05,0.05
888900.0,6.56566e-07,838392.8544839768,6.133986557033484e-07,0.2727023222188952,0.3094779729120231,0.1,0.1
888900.0,6.666669999999999e-07,889736.2371192174,6.726158839285707e-07,0.2685704750497192,0.2659449413051187,0.01,0.01
888900.0,6.666669999999999e-07,907249.6147606277,6.351473429491468e-07,0.2685704750497192,0.27619693419013713,0.05,0.05
888900.0,6.666669999999999e-07,818970.0394852931,6.333946589233858e-07,0.2685704750497192,0.3068157999954774,0.1,0.1
888900.0,6.76768e-07,891484.8181783918,6.788444223866908e-07,0.2645619664197644,0.2629879961600363,0.01,0.01
888900.0,6.76768e-07,931274.6959916487,7.087319315104987e-07,0.2645619664197644,0.24113504295109336,0.05,0.05
888900.0,6.76768e-07,850520.2600844508,7.217033942297106e-07,0.2645619664197644,0.2592845985271824,0.1,0.1
888900.0,6.868689999999999e-07,888893.9287809143,6.828668836963778e-07,0.2606713549308109,0.2622008770246711,0.01,0.01
888900.0,6.868689999999999e-07,870315.4278864989,7.099693548865703e-07,0.2606713549308109,0.2575750816526397,0.05,0.05
888900.0,6.868689999999999e-07,813940.3097699475,7.189652231929617e-07,0.2606713549308109,0.27196917930362124,0.1,0.1
888900.0,6.9697e-07,886195.0954995584,7.018172223679303e-07,0.25689351462756094,0.2558979271667867,0.01,0.01
888900.0,6.9697e-07,850025.0035200961,6.732612993646197e-07,0.25689351462756094,0.2781024276781031,0.05,0.05
888900.0,6.9697e-07,943039.4275452732,6.283354788178225e-07,0.25689351462756094,0.2685954790051966,0.1,0.1
888900.0,7.070709999999999e-07,890703.1892865117,7.068217276978068e-07,0.25322361246603403,0.2528000951201012,0.01,0.01
888900.0,7.070709999999999e-07,932001.0711354364,7.132976078842053e-07,0.25322361246603403,0.23940485454329025,0.05,0.05
888900.0,7.070709999999999e-07,965665.8768236662,7.299659565947646e-07,0.25322361246603403,0.2257826884404529,0.1,0.1
888900.0,7.17172e-07,880515.0142748577,7.189149928185832e-07,0.24965708768603787,0.2514234752212812,0.01,0.01
888900.0,7.17172e-07,888227.9259884605,7.038687841213538e-07,0.24965708768603787,0.2545681129272691,0.05,0.05
888900.0,7.17172e-07,884382.5328468083,7.314283594959686e-07,0.24965708768603787,0.24604139467390318,0.1,0.1
888900.0,7.272729999999999e-07,897238.8236349382,7.244793587455928e-07,0.24618963290259802,0.24484207866065574,0.01,0.01
888900.0,7.272729999999999e-07,919038.5483152526,7.16296534511053e-07,0.24618963290259802,0.24176506952660037,0.05,0.05
888900.0,7.272729999999999e-07,826022.1212359103,7.213205554041025e-07,0.24618963290259802,0.26711614916180737,0.1,0.1
888900.0,7.373739999999999e-07,895095.3332712583,7.3708854680389e-07,0.24281717675151435,0.24122992164742982,0.01,0.01
888900.0,7.373739999999999e-07,862385.0946673929,7.532389374042029e-07,0.24281717675151435,0.24501130753024195,0.05,0.05
888900.0,7.373739999999999e-07,826029.8129777753,7.646274019694241e-07,0.24281717675151435,0.2519849202761711,0.1,0.1
888900.0,7.47475e-07,894739.116820944,7.440091538034457e-07,0.23953586794203305,0.23908120069299033,0.01,0.01
888900.0,7.47475e-07,910210.4321149788,7.524816111891618e-07,0.23953586794203305,0.2323712700088153,0.05,0.05
888900.0,7.47475e-07,922297.9415435048,7.78175774165111e-07,0.23953586794203305,0.22175385882016183,0.1,0.1
888900.0,7.575759999999999e-07,884844.0437663159,7.567763207099918e-07,0.23634206058530255,0.23767629295555667,0.01,0.01
888900.0,7.575759999999999e-07,908271.8180184998,7.79503856045036e-07,0.23634206058530255,0.22479467777910708,0.05,0.05
888900.0,7.575759999999999e-07,975731.5343103129,7.746499021139889e-07,0.23634206058530255,0.21056409607389728,0.1,0.1
888900.0,7.67677e-07,887893.5137417237,7.628781949045397e-07,0.23323230068110826,0.23496547133467185,0.01,0.01
888900.0,7.67677e-07,854208.63860336,7.373246697665712e-07,0.23323230068110826,0.25269544149835804,0.05,0.05
888900.0,7.67677e-07,926913.4436951147,7.644815382484391e-07,0.23323230068110826,0.22460217037376376,0.1,0.1
888900.0,7.777779999999999e-07,883897.5626390807,7.741057724426897e-07,0.2302033136575876,0.23260438053685725,0.01,0.01
888900.0,7.777779999999999e-07,896677.3463084912,7.470503610585705e-07,0.2302033136575876,0.23759322569315056,0.05,0.05
888900.0,7.777779999999999e-07,807988.1941965511,7.998603190569547e-07,0.2302033136575876,0.2462640198964127,0.1,0.1
888900.0,7.87879e-07,883047.0789234506,7.804647045870369e-07,0.22725199286942682,0.23093140928991454,0.01,0.01
888900.0,7.87879e-07,932708.6622369689,7.945969508099e-07,0.22725199286942682,0.21474706024930834,0.05,0.05
888900.0,7.87879e-07,916188.1922055247,8.291009502162821e-07,0.22725199286942682,0.20952122685973967,0.1,0.1
888900.0,7.979799999999999e-07,882196.9476327128,7.916650601363098e-07,0.2243753889696122,0.22788361641872654,0.01,0.01
888900.0,7.979799999999999e-07,902568.4557849909,7.886788727454434e-07,0.2243753889696122,0.22358351190478537,0.05,0.05
888900.0,7.979799999999999e-07,844383.8003531822,7.784474125553269e-07,0.2243753889696122,0.2421313143472463,0.1,0.1
888900.0,8.080809999999999e-07,880324.9034477898,8.154527312528325e-07,0.22157070007829804,0.2217064623479796,0.01,0.01
888900.0,8.080809999999999e-07,890790.3912948151,8.322045403202679e-07,0.22157070007829804,0.21469134016239347,0.05,0.05
888900.0,8.080809999999999e-07,815651.0920966307,7.396013793539236e-07,0.22157070007829804,0.26382624556280837,0.1,0.1
888900.0,8.18182e-07,896023.0115751876,8.104192047019531e-07,0.21883526267990636,0.2191751155920565,0.01,0.01
888900.0,8.18182e-07,850863.7261235566,7.894485924065313e-07,0.21883526267990636,0.23693884530264783,0.05,0.05
888900.0,8.18182e-07,910806.3787349053,8.386119567378407e-07,0.21883526267990636,0.20836895705615596,0.1,0.1
888900.0,8.282829999999999e-07,880677.1058647794,8.271772270432294e-07,0.21616654318629158,0.21847656335359777,0.01,0.01
888900.0,8.282829999999999e-07,906211.7450349663,8.459541511836001e-07,0.21616654318629158,0.20760777746934758,0.05,0.05
888900.0,8.282829999999999e-07,893089.3731065346,8.743322274635215e-07,0.21616654318629158,0.20382090394749003,0.1,0.1
888900.0,8.38384e-07,891664.0496933173,8.407133243669799e-07,0.2135621301097959,0.21231024137479637,0.01,0.01
888900.0,8.38384e-07,872361.9307878409,7.979919477759784e-07,0.2135621301097959,0.22862563121034407,0.05,0.05
888900.0,8.38384e-07,897513.0805275455,8.662903220120369e-07,0.2135621301097959,0.20469907598866025,0.1,0.1
888900.0,8.484849999999999e-07,896949.9167693051,8.533161866628768e-07,0.21101972679537193,0.20794187412716356,0.01,0.01
888900.0,8.484849999999999e-07,854498.1168447041,8.745071477031082e-07,0.21101972679537193,0.21298335218395106,0.05,0.05
888900.0,8.484849999999999e-07,818283.0322003246,8.828273058782679e-07,0.21101972679537193,0.22031335718126427,0.1,0.1
888900.0,8.58586e-07,897697.2991582134,8.569239969048336e-07,0.20853714466573078,0.20689400578933992,0.01,0.01
888900.0,8.58586e-07,894469.8195988805,8.899679051628358e-07,0.20853714466573078,0.199930980135298,0.05,0.05
888900.0,8.58586e-07,948542.7499958305,8.175857389165212e-07,0.20853714466573078,0.205224835020141,0.1,0.1
888900.0,8.686869999999999e-07,893768.6164413865,8.613641977498469e-07,0.2061122969377591,0.20673224183992583,0.01,0.01
888900.0,8.686869999999999e-07,922101.1259068191,9.062450624661738e-07,0.2061122969377591,0.1904565556308626,0.05,0.05
888900.0,8.686869999999999e-07,825208.2587162493,9.27810013969056e-07,0.2061122969377591,0.20787272549357758,0.1,0.1
888900.0,8.787879999999999e-07,886101.9743347598,8.868090686285248e-07,0.20374319277228542,0.202537899577155,0.01,0.01
888900.0,8.787879999999999e-07,847203.4736919425,8.387358556165651e-07,0.20374319277228542,0.22397894492307982,0.05,0.05
888900.0,8.787879999999999e-07,924404.6004216297,8.897552819944582e-07,0.20374319277228542,0.19350289132898604,0.1,0.1
888900.0,8.88889e-07,892073.6808122712,8.863222104926554e-07,0.20142793182272606,0.20129258297523467,0.01,0.01
888900.0,8.88889e-07,881592.4222056825,8.703644255648472e-07,0.20142793182272606,0.20742024903129497,0.05,0.05
888900.0,8.88889e-07,929110.2178497557,8.122863361730364e-07,0.20142793182272606,0.21088405680106712,0.1,0.1
888900.0,8.989899999999999e-07,889616.4108463521,8.916949704950777e-07,0.19916469915123766,0.2006323817540767,0.01,0.01
888900.0,8.989899999999999e-07,881163.0208060333,8.681401339420446e-07,0.19916469915123766,0.20805302494085123,0.05,0.05
888900.0,8.989899999999999e-07,959108.3753276995,8.606216444637785e-07,0.19916469915123766,0.1928147190402799,0.1,0.1
888900.0,9.09091e-07,892390.4611582856,9.148893569270586e-07,0.1969517604837922,0.19493805870542294,0.01,0.01
888900.0,9.09091e-07,917224.6834176186,9.454131262025939e-07,0.1969517604837922,0.18353663726054187,0.05,0.05
888900.0,9.09091e-07,811772.2903447748,9.784211811511627e-07,0.1969517604837922,0.2003826257123758,0.1,0.1
888900.0,9.191919999999999e-07,895172.833891748,9.243047824274016e-07,0.1947874577781042,0.19235258959645446,0.01,0.01
888900.0,9.191919999999999e-07,895299.4597773268,9.335438190999099e-07,0.1947874577781042,0.19042199083334668,0.05,0.05
888900.0,9.191919999999999e-07,890765.0491163951,9.536569242239729e-07,0.1947874577781042,0.18735478826173005,0.1,0.1
888900.0,9.29293e-07,880898.4614712065,9.259590800135053e-07,0.19267020508060553,0.19512031364346766,0.01,0.01
888900.0,9.29293e-07,871159.8632462794,9.131588285520502e-07,0.19267020508060553,0.20006722634704896,0.05,0.05
888900.0,9.29293e-07,801799.6722876629,8.948193576149603e-07,0.19267020508060553,0.22182928869327767,0.1,0.1
888900.0,9.393939999999999e-07,881889.7990009534,9.391972908931735e-07,0.19059848465071222,0.19215380176047234,0.01,0.01
888900.0,9.393939999999999e-07,871127.2147731504,9.419342724127467e-07,0.19059848465071222,0.19396257939083109,0.05,0.05
888900.0,9.393939999999999e-07,876065.9130116111,1.0302350424691903e-06,0.19059848465071222,0.1763384548884703,0.1,0.1
888900.0,9.494949999999999e-07,890973.7360598639,9.454474229750094e-07,0.18857084333247795,0.18893736188203128,0.01,0.01
888900.0,9.494949999999999e-07,906976.0900194865,9.888934173489222e-07,0.18857084333247795,0.17744951122743022,0.05,0.05
888900.0,9.494949999999999e-07,900141.3573030853,1.023308897774679e-06,0.18857084333247795,0.1727836584328924,0.1,0.1
888900.0,9.59596e-07,893307.3099745797,9.505467664782951e-07,0.18658588915540616,0.1874328698910789,0.01,0.01
888900.0,9.59596e-07,925286.0858705302,9.487430531896191e-07,0.18658588915540616,0.1812990344790343,0.05,0.05
888900.0,9.59596e-07,802587.9489884883,9.932660499284733e-07,0.18658588915540616,0.1996465941413247,0.1,0.1
888900.0,9.69697e-07,880032.3326376013,9.666029955118005e-07,0.18464228814771122,0.1870998185880909,0.01,0.01
888900.0,9.69697e-07,918325.1528462566,1.0095447432638006e-06,0.18464228814771122,0.17167145188333527,0.05,0.05
888900.0,9.69697e-07,941387.266377993,9.815687757405084e-07,0.18464228814771122,0.17223883420281627,0.1,0.1
888900.0,9.797979999999999e-07,893035.7187420019,9.77141202732193e-07,0.18273876134669712,0.18238704017060603,0.01,0.01
888900.0,9.797979999999999e-07,871920.131635317,9.440036139630444e-07,0.18273876134669712,0.19336139453671478,0.05,0.05
888900.0,9.797979999999999e-07,864291.2114784538,1.0314493694726198e-06,0.18273876134669712,0.17853037615197653,0.1,0.1
888900.0,9.89899e-07,883788.3548301996,9.849953041017062e-07,0.18087408199217408,0.1828258902262698,0.01,0.01
888900.0,9.89899e-07,933273.7056683655,9.579795842483113e-07,0.18087408199217408,0.1780142823382184,0.05,0.05
888900.0,9.89899e-07,827902.508287,9.913608796137304e-07,0.18087408199217408,0.19391399608735072,0.1,0.1
888900.0,1e-06,889081.8178641675,1.0041172126082711e-06,0.17904707288997115,0.17827645556559432,0.01,0.01
888900.0,1e-06,919777.1632775473,1.0214532624012731e-06,0.17904707288997115,0.16940218563364093,0.05,0.05
888900.0,1e-06,848204.3583409977,9.343954973379993e-07,0.17904707288997115,0.20081164554537373,0.1,0.1
899000.0,1e-12,904846.1482587317,9.944804327165604e-13,177035.5318041105,176867.95206325265,0.01,0.01
899000.0,1e-12,867139.4182839119,9.828502051428173e-13,177035.5318041105,186742.80169989588,0.05,0.05
899000.0,1e-12,889365.5188977779,9.378466050845459e-13,177035.5318041105,190813.03237843473,0.1,0.1
899000.0,1.0101999999999998e-08,901820.4314602793,1.0015008721996827e-08,17.52480021818556,17.62173757617674,0.01,0.01
899000.0,1.0101999999999998e-08,930483.9949175806,9.850426165192815e-09,17.52480021818556,17.364256970900104,0.05,0.05
899000.0,1.0101999999999998e-08,875045.3088673891,9.883138359611222e-09,17.52480021818556,18.40325803243982,0.1,0.1
899000.0,2.0203e-08,906255.9470210028,2.000684808673703e-08,8.762833826862868,8.777899164424293,0.01,0.01
899000.0,2.0203e-08,911315.1746436766,1.9554840702348223e-08,8.762833826862868,8.930941553985358,0.05,0.05
899000.0,2.0203e-08,937453.6223400865,2.0829959316802418e-08,8.762833826862868,8.150456209182368,0.1,0.1
899000.0,3.0304e-08,899482.0872666887,3.0387622492980076e-08,5.841985605996255,5.822786817712226,0.01,0.01
899000.0,3.0304e-08,860497.1802418573,3.138593839890163e-08,5.841985605996255,5.892988072669663,0.05,0.05
899000.0,3.0304e-08,869799.0753669966,2.9106569800805557e-08,5.841985605996255,6.28651799409488,0.1,0.1
899000.0,4.0405e-08,906696.8425749253,4.0324858534625795e-08,4.381525350924651,4.352965005462121,0.01,0.01
899000.0,4.0405e-08,891281.1884923965,4.156592878498145e-08,4.381525350924651,4.296035901975112,0.05,0.05
899000.0,4.0405e-08,830850.2536652965,4.060941464230414e-08,4.381525350924651,4.717051799218458,0.1,0.1
899000.0,5.0505999999999996e-08,894505.9515938507,5.087955460181487e-08,3.505237631253921,3.4969836057738966,0.01,0.01
899000.0,5.0505999999999996e-08,934570.8358152347,5.1246274962693724e-08,3.505237631253921,3.323116791120543,0.05,0.05
899000.0,5.0505999999999996e-08,809170.5077283131,5.17407126596366e-08,3.505237631253921,3.8014359715783157,0.1,0.1
899000.0,6.0607e-08,904274.0608834109,6.041141725912787e-08,2.9210409986323445,2.9134061584528173,0.01,0.01
899000.0,6.0607e-08,896504.4142911234,6.307379110705944e-08,2.9210409986323445,2.8146134837727566,0.05,0.05
899000.0,6.0607e-08,975351.2796742818,5.984106672332719e-08,2.9210409986323445,2.7268405705231804,0.1,0.1
899000.0,7.0708e-08,891292.067993952,7.140439480760515e-08,2.503755329016667,2.5007780424759867,0.01,0.01
899000.0,7.0708e-08,890038.5158906655,7.215705372719038e-08,2.503755329016667,2.4781782367547787,0.05,0.05
899000.0,7.0708e-08,863477.6967790074,7.443025063359165e-08,2.503755329016667,2.4763927608986998,0.1,0.1
899000.0,8.080899999999999e-08,906627.4376769866,8.135779357656986e-08,2.1907897858420537,2.157705216174145,0.01,0.01
899000.0,8.080899999999999e-08,886437.3929271353,7.994731717255183e-08,2.1907897858420537,2.2457849615733823,0.05,0.05
899000.0,8.080899999999999e-08,827624.6787524399,8.228605339167788e-08,2.1907897858420537,2.337009437287099,0.1,0.1
899000.0,9.090999999999998e-08,894984.1819643097,9.098732742766299e-08,1.9473713761314548,1.9544468445489678,0.01,0.01
899000.0,9.090999999999998e-08,877931.6815994729,8.85325393741036e-08,1.9473713761314548,2.0476535981776984,0.05,0.05
899000.0,9.090999999999998e-08,895750.2938711889,9.709396303190872e-08,1.9473713761314548,1.8299572512751676,0.1,0.1
899000.0,1.0101099999999999e-07,894181.1271641761,1.0029788005444366e-07,1.7526361663988135,1.7746098130230443,0.01,0.01
899000.0,1.0101099999999999e-07,905752.7655023399,9.757826847119785e-08,1.7526361663988135,1.8007663044307036,0.05,0.05
899000.0,1.0101099999999999e-07,821898.2666320824,1.005524638943306e-07,1.7526361663988135,1.9257918759653303,0.1,0.1
899000.0,1.11112e-07,897426.4301252597,1.1112060036106907e-07,1.5933070397806766,1.5959772512268564,0.01,0.01
899000.0,1.11112e-07,894260.8390677507,1.0656189080601777e-07,1.5933070397806766,1.6701443201676114,0.05,0.05
899000.0,1.11112e-07,948506.9703158936,1.137832765629344e-07,1.5933070397806766,1.474691473150445,0.1,0.1
899000.0,1.21213e-07,894485.2427432418,1.2189540499689955e-07,1.460532548522935,1.4596865860609392,0.01,0.01
899000.0,1.21213e-07,876968.2163803185,1.1593446405464932e-07,1.460532548522935,1.5653941960445668,0.05,0.05
899000.0,1.21213e-07,889087.9747996618,1.1896434489845089e-07,1.460532548522935,1.504729994027507,0.1,0.1
899000.0,1.3131399999999998e-07,903521.2292442495,1.321007415129086e-07,1.3481847465168264,1.333449322233554,0.01,0.01
899000.0,1.3131399999999998e-07,906652.1821664715,1.3126720853993164e-07,1.3481847465168264,1.337282528494597,0.05,0.05
899000.0,1.3131399999999998e-07,955440.8608300566,1.2740027414448757e-07,1.3481847465168264,1.3075128283171444,0.1,0.1
899000.0,1.41415e-07,905089.1108457409,1.4146887428564278e-07,1.251886517018071,1.242990742142183,0.01,0.01
899000.0,1.41415e-07,927635.2115475328,1.399010081936244e-07,1.251886517018071,1.2263715359573995,0.05,0.05
899000.0,1.41415e-07,917695.4444350911,1.5060452874978832e-07,1.251886517018071,1.151551921478248,0.1,0.1
899000.0,1.51516e-07,906516.2423155032,1.520620413314371e-07,1.1684279667105157,1.1545791897238782,0.01,0.01
899000.0,1.51516e-07,915726.0653356605,1.4461758940015268e-07,1.1684279667105157,1.2018034250160439,0.05,0.05
899000.0,1.51516e-07,904446.7685113236,1.6090816946425294e-07,1.1684279667105157,1.0936013206358555,0.1,0.1
